claim_id,theta_i_phi1,theta_i_phi2,theta_i_phi3,theta_i_phi4,theta_i_phi_res,cluster_id,R_i,r_train_mean
rpp.127,-5.585721214312889e-07,2.198863807782836e-05,0.000498906768164129,-5.002110676213312e-05,0.0015812405226416143,A motion aftereffect from still photographs depicting motion,100,80.0
rpp.129,5.969808383905637e-05,0.0003890870368418286,-6.219515498257062e-05,4.556468645512717e-05,0.00099818909784656,The threat of appearing prejudiced and racebased attentional biases,100,80.0
rpp.13,-2.860484642652206e-05,0.0010176765088155326,7.373935562293487e-05,1.6667773349423042e-05,0.001492377458638626,Bidirectional associations in multiplication memory Conditions of negative and positive transfer,100,80.0
rpp.132,0.0,0.0006884747780986403,6.748649801819814e-05,-5.973088204155805e-05,0.00200861960592472,Where do we look during potentially offensive behavior?,100,80.0
rpp.133,0.0,0.001194201979346382,0.0007044465312023332,0.00019721799326084948,0.0012714334961904353,Adaptive memory The comparative value of survival processing,100,80.0
rpp.134,-4.670756030205892e-06,0.0002313486567480677,0.0001120894293703778,4.296783062248094e-05,0.0018761460892892854,Is happiness having what you want wanting what you have or both?,100,80.0
rpp.136,0.0,0.0011167772252902886,0.0011697259492775725,7.280658223849462e-05,0.0012684339931936398,The value of believing in free will Encouraging a belief in determinism increases cheating,100,80.0
rpp.139,-2.151106764146024e-05,0.005504053848627258,0.0007748132524126878,0.00023934008004291102,0.003293810136558608,Auditory change detection simple sounds are not memorized better than complex sounds,100,80.0
rpp.140,6.5035313159658715e-06,-1.6234717718591198e-05,0.0020997436186660605,0.00014852581400197405,0.001703461753734593,Keeping ones distance The influence of spatial distance cues on affect and evaluation,100,80.0
rpp.142,-2.2639244624225174e-05,0.0027408057800701623,0.00014599616810344454,-2.621211742430407e-06,0.003182189758193048,Hedonic and instrumental motives in anger regulation,100,80.0
rpp.143,0.0,-0.00013351416178482512,0.00010695704168686524,-6.376040869030486e-05,0.0013303862787882664,Creating social connection through inferential reproduction Loneliness and perceived agency in gadgets gods and greyhounds,100,80.0
rpp.145,1.9199705175210746e-05,0.0005101840480144626,0.000153221766109726,0.0001930377744584455,0.003026137956242153,In_Group Love and Out_Group Hate as Motives for Individual Participation in Intergroup Conflict A New Game Paradigm,100,80.0
rpp.146,-5.176108255409623e-05,0.0034455329989272563,0.00012487524001338846,8.908444881570387e-05,0.00226264964479775,A wordorder constraint on phonological activation,100,80.0
rpp.148,-2.554270047947227e-06,0.0002873720483782907,0.0008194005515923079,0.0002835868535113984,0.0023086198165659503,The Best Men Are Not Always Already Taken Female Preference for Single Versus Attached Males Depends on Conception Risk,100,80.0
rpp.149,1.023460332168713e-05,0.0006538984962616279,0.0011181363113267372,0.00013577866046013195,0.0012452269286298205,The Best Men Are Not Always Already Taken Female Preference for Single Versus Attached Males Depends on Conception Risk,100,80.0
rpp.15,0.0,0.000418147960791885,2.398652680911828e-05,3.491713646168765e-05,0.0014181796259373058,The Stroop effect Why proportion congruent has nothing to do with congruency and everything to do with contingency,100,80.0
rpp.150,-1.2027587375374737e-05,0.003576593663417067,7.61305563192441e-05,0.00014372798539749043,0.002114812882241573,Sensitivity to object viewpoint and action instructions during search for targets in the lower visual field,100,80.0
rpp.151,-5.483585708574989e-06,0.0006605940792492737,1.0715138068940478e-05,3.5020650863823585e-05,0.000818353717526537,With a clean conscience Cleanliness reduces the severity of moral judgments,100,80.0
rpp.153,0.0,0.003557661836278294,0.00029961495788534854,0.0001651374577638831,0.0036650419980724814,Extremal edge a powerful cue to depth perception and figureground organization,100,80.0
rpp.155,3.378449448037113e-06,0.0003943813875011978,0.0002328639257612232,7.937004792766246e-05,0.0007710499393618836,Personality dominance and preferential use of the vertical dimension of space,100,80.0
rpp.158,-2.864090797252389e-05,0.0007345299192641804,1.684466469683857e-05,0.00010587602519609913,0.001384446548815402,Conflicttriggered goal shielding Response conflicts attenuate background monitoring for prospective memory cues,100,80.0
rpp.161,0.0,0.0011735296246925063,0.00021411245424584168,2.5571503731991465e-06,0.0018583257706884623,Detecting the snake in the grass attention to fearrelevant stimuli by adults and young children,100,80.0
rpp.165,0.0,0.0003400752963853848,0.00020206216513994223,1.960290756815544e-05,0.0026777096309065183,The value heuristic in judgments of relative frequency,100,80.0
rpp.167,-3.073313678524647e-05,0.004767128990542171,0.0003430511804339163,4.629657607625709e-05,0.0040897376397329,Head up foot down Object words orient attention to the objects typical location,100,80.0
rpp.17,-5.039321381024031e-06,0.0011772139643800473,-2.257915849163933e-05,-5.1788084277244464e-05,0.0013956175997698497,The ultimate sampling dilemma in experiencebased decision making,100,80.0
rpp.19,-2.337425773112356e-06,0.0007766611167112131,-2.991928097763885e-06,3.850682705895725e-05,0.0015632551601007017,How to say no Singleand dualprocess theories of shortterm recognition tested on negative probes,100,80.0
rpp.2,0.0,0.0013771663265461209,7.905350231911079e-05,0.000168772416487947,0.0016725827546468352,Now you see it now you dont repetition blindness for nonwords,100,80.0
rpp.20,-3.528607269212003e-06,0.00025238402975277796,2.199391123862443e-05,3.488128727521147e-05,0.0011413881290026034,Intentional forgetting is easier after two shots than one,100,80.0
rpp.22,-9.759285275721507e-05,0.0013469285504970902,0.00016974972365036507,5.318714097563876e-05,0.0010400711876341188,How does bilingualism improve executive control? A comparison of active and reactive inhibition mechanisms,100,80.0
rpp.24,2.9793345433759556e-06,0.0003336950830761082,9.131865983048326e-06,6.814199125610653e-05,0.0027354642251413465,Priming addition facts with semantic relations,100,80.0
rpp.25,0.0,0.003220752827965348,9.227606275786976e-05,3.752313060679524e-06,0.002249218796216108,Learning correct responses and errors in the Hebb repetition effect two faces of the same coin,100,80.0
rpp.27,0.0,0.0025022588213603836,0.0005323722036757308,0.00013249372739559812,0.002772581497568295,On the additive effects of stimulus quality and word frequency in lexical decision Evidence for opposing interactive influences revealed by RT distributional analyses,100,80.0
rpp.28,-0.0005686419697687036,0.005793635416016751,-2.0876157552250087e-05,0.0001860641795875584,0.0020320622817166455,Semantic interference in a delayed naming task Evidence for the response exclusion hypothesis,100,80.0
rpp.29,7.54000766658186e-06,0.0007653371578870569,-0.00011421400304267886,2.377891426999887e-05,0.0013867704232190373,Multidimensional visual statistical learning,100,80.0
rpp.3,-2.6840147850201168e-05,0.001476250238531078,-2.1056463279175432e-05,6.75952789842188e-05,0.0013581635936140719,Working memory costs of task switching,100,80.0
rpp.32,6.943002871029336e-07,0.00031546946520673134,4.735848207700372e-05,2.2350872937020318e-05,0.0013070331294921494,Accounting for occurrences A new view of the use of contingency information in causal judgment,100,80.0
rpp.33,-2.9191327154326487e-06,0.0015864439264594832,-1.4632895383943357e-05,5.080793956366403e-05,0.0015201689120762473,Multiple roles for time in shortterm memory Evidence from serial recall of order and timing,100,80.0
rpp.36,0.0,-1.9773348296210356e-05,3.0110896298824464e-05,5.617339453039216e-05,0.0019222953074669907,An attentionbased associative account of adjacent and nonadjacent dependency learning,100,80.0
rpp.37,-1.997252910317382e-06,0.0005839467274575821,7.43841712280513e-05,5.394706118385939e-06,0.0008518216481062983,Orienting attention in visual working memory reduces interference from memory probes,100,80.0
rpp.39,-4.059101152184663e-05,0.00014203237303328647,0.00022295724982237904,0.00019348250513746514,0.0016704251335287177,Decision making and learning while taking sequential risks,100,80.0
rpp.4,2.090122730145638e-06,0.0003386771467611771,-0.0001357910988038946,0.00012759329569411504,0.004160949283618463,Accelerated relearning after retrievalinduced forgetting The benefit of being forgotten,100,80.0
rpp.43,-1.565135068309631e-06,0.002371322007297014,0.0019320216246553371,0.00013944535906929096,0.003936807394046664,The rejection of moral rebels Resenting those who do the right thing,100,80.0
rpp.44,0.0,0.00041658209674683963,6.582340394622882e-06,5.346007590085633e-05,0.0013109942369576792,Why do implicit and explicit attitude tests diverge? The role of structural fit,100,80.0
rpp.48,0.0,0.0006621485053614956,0.00010748323447561568,1.6677334400302736e-05,0.001319203425762586,Terror management and adults attachment to their parents The safe haven remains,100,80.0
rpp.49,0.0,0.00043088632075985374,0.0006338007816613347,7.561384052278977e-05,0.0007785553070560237,Increasing and decreasing motor and cognitive output A model of general action and inaction goals,100,80.0
rpp.5,0.0,0.00016970977694743373,0.0005651345217907505,-1.7262272872676788e-05,0.0010137992241344921,The intermixedblocked effect in human perceptual learning is not the consequence of trial spacing,100,80.0
rpp.50,0.0,0.00036101584552070674,0.0012236532659965409,0.00021199349270112507,0.000911449895781636,Increasing and decreasing motor and cognitive output A model of general action and inaction goals,100,80.0
rpp.52,4.1866213590401044e-05,0.0005203082589024833,-2.8345031926828162e-05,7.627180337218556e-05,0.0014457862560617574,Affective incoherence When affective concepts and embodied reactions clash,100,80.0
rpp.53,1.566224670020988e-06,0.0006284732902681714,0.0002943479065323208,2.769322658715434e-05,0.0009146318519423274,Individual differences in the regulation of intergroup bias The role of conflict monitoring and neural signals for control,100,80.0
rpp.55,-7.965833670045553e-07,0.0009136510449020874,0.0002778281286997464,8.379842396046999e-05,0.0013549127358047088,Left frontal cortical activation and spreading of alternatives Tests of the actionbased model of dissonance,100,80.0
rpp.56,2.407518141073761e-06,0.0004227236211719443,-8.897331706639755e-05,-2.401490723668187e-05,0.001950150834990071,A social functional approach to emotions in bargaining when communicating anger pays and when it backfires,100,80.0
rpp.58,2.9687351513407734e-06,0.0005319157796061627,2.523845828978924e-05,-1.8451639358302297e-05,0.001864653666311013,Walking on eggshells How expressing relationship insecurities perpetuates them,100,80.0
rpp.6,9.073494566190221e-06,0.00043846058307211224,2.775513345400299e-05,3.8113764999791744e-05,0.0015706032739079053,A singlesystem account of the relationship between priming recognition and fluency,100,80.0
rpp.61,2.239228617057443e-05,-0.00015633800476466092,7.703269981566758e-05,1.917211748508618e-06,0.0018971395570299087,Poignancy Mixed emotional experience in the face of meaningful endings,100,80.0
rpp.63,0.0,0.00010171959074167709,0.00014527882762607316,0.00012952310712551775,0.001298597224506731,1f noise and effort on implicit measures of bias,100,80.0
rpp.64,4.879279091680177e-06,0.0021336760846977654,1.2947116449192885e-05,8.437619831403537e-05,0.002765258821447317,The effect of global versus local processing styles on assimilation versus contrast in social judgment,100,80.0
rpp.65,-4.041333502532357e-05,0.0008198334151094225,1.0950452096631369e-05,9.349657899647063e-05,0.002692114138822801,Not so innocent Does seeing ones own capacity for wrongdoing predict forgiveness?,100,80.0
rpp.68,-1.1368249308673917e-05,0.001343497436566274,0.0014324063905910044,-1.6540134647739513e-05,0.0015829233067991375,Why people are reluctant to tempt fate,100,80.0
rpp.7,1.6050756657588484e-05,0.0006227036719860701,0.0012635170474134688,-3.855190196490055e-06,0.002104746214139354,Modeling distributions of immediate memory effects No strategies needed?,100,80.0
rpp.71,3.839250590877419e-06,-6.197032066289743e-05,9.760591954640297e-05,7.919882909456778e-06,0.0015943865176161484,On the relative independence of thinking biases and cognitive ability,100,80.0
rpp.72,0.0,7.549820032307642e-05,0.0003215487703745934,4.2967567629329516e-05,0.001289466711673023,Opening the mind to close it Considering a message in light of important values increases message processing and later resistance to change,100,80.0
rpp.8,4.901069663957313e-06,0.002609251563029768,-8.609559015403501e-05,-8.850201352344767e-06,0.0020370494088126577,Stereotypes and retrievalprovoked illusory source recollections,100,80.0
rpp.80,-2.3328078707772343e-05,0.001021490988436221,0.00015119503235803107,0.0002116657692403738,0.0013329700386731436,The effects of an implemental mindset on attitude strength,100,80.0
rpp.81,1.0549076539687062e-06,0.0006224610400143959,0.0002916699416905916,2.726667925816356e-05,0.0016134849313828828,A needsbased model of reconciliation Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation,100,80.0
rpp.84,0.0,-3.2459819594399254e-05,-1.3678814637547442e-05,0.00012905128954934008,0.001581468594682599,Selective exposure and information quantity How different information quantities moderate decision makers preference for consistent and inconsistent information,100,80.0
rpp.86,1.3124305328029994e-06,-2.876812391209349e-05,3.182303583933205e-05,7.129813688771497e-05,0.0010313157706522435,Selfregulation and selective exposure The impact of depleted selfregulation resources on confirmatory information processing,100,80.0
rpp.87,0.0,8.057445986827395e-05,0.0005065693951907714,0.0001601582706815087,0.002248616624259443,The space between us Stereotype threat and distance in interracial contexts,100,80.0
rpp.93,-6.420507831569888e-06,0.0006327778810245627,0.0006444913393970676,0.00023724843214218986,0.001703465355267753,Balancing connectedness and selfprotection goals in close relationships A levelsofprocessing perspective on risk regulation,100,80.0
rpp.94,0.0,0.0013878955405822787,8.117379561275729e-06,2.5973945299611473e-05,0.001467544384556838,Selfhandicapping excuse making and counterfactual thinking Consequences for selfesteem and future motivation,100,80.0
rpp.97,1.7090602151587086e-06,0.00015934858367805892,2.3613218025737014e-05,5.043645487717102e-05,0.0017196614332038703,Social identity contingencies How diversity cues signal threat or safety for African Americans in mainstream institutions,100,80.0
